Exposure,Area,VehPower,VehAge,DrivAge,BonusMalus,VehBrand,VehGas,Density,Region,ClaimNb,target
0.79,3,12,4,40,72,2,1,983,11,1,7.094234845924755
0.98,2,6,7,33,72,6,0,174,12,1,4.322409317855379
0.77,4,6,8,44,50,6,0,4128,11,1,7.094234845924755
1.0,2,5,5,47,125,6,1,197,11,1,4.730392150741473
0.87,2,7,2,39,50,0,1,163,11,1,5.0004502690378905
0.79,2,6,6,48,64,7,1,107,11,1,4.231784971343338
0.78,3,4,6,43,50,6,1,983,11,1,7.094234845924755
1.0,2,7,2,56,62,2,1,197,11,1,7.094234845924755
1.0,3,4,8,59,50,6,1,983,11,1,7.094234845924755
1.0,3,11,10,61,50,0,1,983,11,1,7.386037049672098
1.0,3,6,7,44,50,0,0,983,11,1,7.094234845924755
1.0,3,8,8,49,52,1,0,747,12,1,7.02919384725252
1.0,2,4,6,57,50,3,1,380,11,1,4.632979886627359
1.0,2,7,5,46,50,9,1,354,11,1,7.094234845924755
0.96,4,6,5,58,50,6,0,4128,11,2,7.094234845924755
0.85,3,7,4,52,50,0,1,983,11,1,7.094234845924755
1.0,3,6,8,54,50,9,1,983,11,1,8.557374981049069
1.0,2,4,15,68,66,9,1,126,11,1,7.094234845924755
0.59,1,6,12,45,100,0,1,88,11,1,7.094234845924755
0.88,1,5,8,49,50,7,0,89,11,1,7.094234845924755
0.48,0,7,12,41,50,8,1,25,12,1,11.224806363701932
0.81,4,7,8,31,64,10,1,4128,11,1,7.094234845924755
1.0,4,5,5,44,50,10,1,4128,11,1,7.094234845924755
1.0,2,7,5,30,80,0,0,146,12,1,7.1177244277049025
1.0,3,9,7,39,73,0,0,522,11,1,7.094234845924755
0.96,4,6,5,58,50,6,0,4128,11,2,7.094234845924755
1.0,2,5,6,36,75,7,0,197,11,1,7.094234845924755
1.0,3,10,5,45,50,3,1,517,0,1,7.094234845924755
0.68,4,4,20,55,50,6,1,4128,11,2,7.094234845924755
1.0,3,7,14,38,50,6,0,522,11,1,7.094234845924755
0.8,4,5,10,42,50,9,0,4128,11,1,7.094234845924755
1.0,3,6,8,54,50,6,0,526,11,1,7.094234845924755
0.7,3,14,9,60,50,2,1,1191,0,1,7.800715969543908
0.1,3,10,13,42,50,8,1,1191,0,1,7.439806047198617
1.0,1,5,13,61,50,6,0,64,0,1,7.094234845924755
0.98,5,5,6,53,57,0,1,27000,0,1,6.2039110888738564
0.26,3,9,9,45,50,2,1,766,0,1,8.590360006534873
1.0,1,4,9,49,50,9,1,56,0,1,7.094234845924755
0.58,2,4,15,27,80,7,0,194,0,1,7.094234845924755
0.4,0,6,8,46,50,7,1,29,0,1,8.07246736935477
0.39,3,5,14,50,50,6,0,906,0,1,7.094234845924755
0.37,5,6,13,41,50,0,1,10961,0,1,7.094234845924755
0.83,3,6,9,31,51,0,0,837,12,1,6.33693192019845
1.0,3,6,11,43,63,4,1,634,12,1,7.02919384725252
0.71,3,6,7,45,63,7,1,766,0,1,7.342559100389132
1.0,3,6,10,56,61,7,0,747,12,1,7.235792036782248
1.0,4,4,15,25,50,6,1,4762,20,1,4.761062205945065
0.93,4,7,7,49,50,0,0,4762,20,1,7.094234845924755
0.06,5,7,8,59,50,8,1,27000,0,1,7.094234845924755
1.0,4,7,6,37,50,1,1,2446,20,1,6.7141826657581625
1.0,0,5,7,52,66,6,0,32,12,1,7.02919384725252
1.0,4,7,2,46,56,6,1,2674,20,1,6.380630882246644
1.0,4,7,3,58,50,7,1,4762,20,1,6.401917196727186
0.23,4,5,8,21,100,0,1,4762,20,1,9.061645449071477
1.0,4,8,1,60,50,1,0,4762,20,1,7.094234845924755
0.54,4,4,16,34,80,10,1,4762,20,1,7.094234845924755
1.0,4,6,5,20,156,10,0,4762,20,2,7.094234845924755
1.0,3,11,6,41,62,2,1,1400,20,1,7.094234845924755
0.38,3,4,18,43,50,6,1,674,20,1,7.094234845924755
1.0,4,6,5,20,156,10,0,4762,20,2,7.094234845924755
1.0,4,6,6,39,50,6,0,4762,20,1,7.094234845924755
1.0,4,7,12,66,50,6,1,4762,20,1,5.37142841336536
1.0,4,6,12,54,50,0,0,4762,20,1,7.094234845924755
1.0,3,5,2,37,118,7,1,709,20,2,7.094234845924755
0.81,4,4,7,39,80,10,1,4762,20,1,7.094234845924755
1.0,4,5,11,59,50,9,1,4762,20,1,7.094234845924755
1.0,3,5,2,37,118,7,1,709,20,2,7.094234845924755
1.0,4,5,10,46,50,0,1,4762,20,1,5.303304908059076
1.0,2,4,11,41,76,0,1,206,12,1,7.02919384725252
0.9,4,6,7,45,59,6,0,4762,20,1,6.920256808205062
1.0,2,5,8,36,118,0,1,433,20,1,7.864419904994565
0.66,4,6,8,36,50,9,1,2446,20,1,6.959170565928293
0.71,4,7,13,34,90,0,1,4762,20,1,7.094234845924755
1.0,4,9,4,54,50,3,1,3317,20,1,6.401917196727186
1.0,4,12,7,66,50,1,0,4762,20,1,7.094234845924755
0.33,4,4,14,37,100,10,1,4762,20,1,7.094234845924755
0.48,4,5,5,21,90,7,0,4762,20,1,7.094234845924755
1.0,4,6,10,44,60,10,0,4762,20,1,7.094234845924755
1.0,5,5,9,81,50,0,1,27000,0,1,7.041656603173539
1.0,0,5,3,56,50,6,0,24,6,1,8.407483230620572
0.63,2,7,14,70,58,6,1,342,20,1,3.6109179126442243
0.39,4,4,4,26,76,6,0,8884,0,1,7.094234845924755
0.61,3,7,14,26,80,7,0,831,13,2,7.094234845924755
0.85,3,5,10,28,125,6,0,831,13,1,7.357715626976852
1.0,3,5,2,44,50,7,0,713,11,1,7.02919384725252
0.61,3,7,14,26,80,7,0,831,13,2,6.451291569902157
1.0,1,8,17,55,50,0,0,93,13,1,5.704382294728169
1.0,3,4,2,49,50,3,0,831,13,1,4.439351701293151
1.0,3,7,12,56,50,6,1,831,13,1,6.401917196727186
1.0,4,6,1,49,83,9,0,3341,0,1,7.094234845924755
0.95,3,6,17,45,85,0,0,831,13,1,5.507645928828518
0.65,1,6,8,20,90,8,1,79,13,1,7.615549663588814
0.07,3,6,12,31,100,7,0,831,13,1,7.208600337960199
1.0,1,6,3,41,50,6,0,70,12,1,6.33693192019845
0.48,3,9,20,34,80,1,1,831,13,1,8.959054514715692
0.34,1,7,12,35,68,10,0,94,13,2,4.224348908792687
0.77,1,6,21,32,90,0,0,94,13,1,6.073735539540777
1.0,2,6,4,59,50,6,0,227,13,1,5.5859744386873125
0.87,1,7,7,57,62,9,0,71,13,1,7.094234845924755
0.61,2,5,10,30,72,9,0,133,12,2,6.535952193864949
0.84,2,13,0,33,68,4,0,153,13,1,4.429387206033719
0.34,1,7,12,35,68,10,0,94,13,2,6.794284183535291
0.43,2,6,14,42,100,10,1,227,13,1,7.094234845924755
0.31,2,8,13,20,95,7,1,153,13,1,6.662749480810793
1.0,2,7,3,38,50,6,1,227,13,1,5.976350909297934
0.81,2,6,9,45,100,7,1,153,13,1,7.094234845924755
0.57,1,6,1,32,72,7,0,93,13,1,7.588399623818304
0.06,2,9,14,20,95,0,1,153,13,1,8.07246736935477
0.75,2,6,9,66,50,6,0,227,13,1,7.094234845924755
0.42,2,6,5,77,50,8,1,153,13,1,7.094234845924755
0.93,0,6,10,43,95,6,0,38,13,1,3.7140597526442347
1.0,2,9,1,71,50,1,0,105,4,1,7.094234845924755
1.0,1,7,16,41,58,0,0,99,12,1,7.02919384725252
0.49,0,7,8,43,50,6,0,27,4,1,7.094234845924755
1.0,2,5,3,57,50,0,1,102,4,1,7.094234845924755
1.0,0,7,3,55,50,0,1,37,4,1,7.094234845924755
0.49,2,5,5,46,50,6,0,405,4,1,7.094234845924755
0.41,5,6,6,33,76,6,0,15703,0,1,7.094234845924755
0.22,0,7,17,73,50,6,1,32,4,1,6.012345024687337
0.35,2,10,6,40,50,4,0,105,4,1,7.094234845924755
1.0,0,8,20,54,67,0,0,27,4,1,7.094234845924755
1.0,0,8,3,40,50,3,0,38,4,1,7.821450645808231
0.64,4,10,8,54,50,2,0,2951,8,1,7.094234845924755
1.0,2,7,16,49,76,2,1,105,4,1,7.094234845924755
0.51,2,6,3,51,50,2,1,282,4,1,5.749138176376999
1.0,0,6,9,49,50,0,0,37,12,1,5.660874973644924
1.0,2,5,14,55,50,6,1,105,4,1,5.9580887192842615
0.3,0,4,9,19,100,6,1,34,12,1,7.02919384725252
0.45,2,7,20,53,50,6,1,105,4,1,6.095103581867468
1.0,0,6,12,60,55,0,0,38,4,1,7.094234845924755
0.94,0,6,8,59,50,0,0,38,4,1,6.2166061010848646
0.54,2,6,11,18,100,0,1,102,4,1,7.094234845924755
1.0,4,5,8,44,50,7,0,2044,4,1,6.009599117303464
0.97,2,5,8,44,50,2,0,421,4,1,4.905422915613724
1.0,2,8,8,44,66,7,0,421,4,1,7.094234845924755
1.0,0,5,3,80,62,0,1,13,4,1,6.095441606230976
1.0,2,7,5,82,50,0,0,191,4,1,7.094234845924755
0.22,4,4,8,25,118,10,1,4116,4,1,6.705859388830958
1.0,0,5,1,41,57,7,0,10,4,1,4.319486116198983
1.0,2,6,16,61,50,6,1,251,4,1,7.094234845924755
1.0,0,7,7,33,50,0,0,44,4,1,6.017254118794275
1.0,4,7,2,49,50,6,1,4116,4,1,7.094234845924755
0.44,3,5,4,58,62,6,0,821,4,1,9.16686799328871
0.5,1,4,2,46,83,0,0,63,4,1,9.052947107315067
0.59,2,9,14,53,50,5,0,176,4,1,7.094234845924755
1.0,3,11,5,38,62,7,1,821,4,1,6.48680082797784
1.0,3,6,4,35,90,0,1,1027,4,1,7.094234845924755
1.0,4,5,5,44,65,7,1,4116,4,1,7.6784374100348005
1.0,4,10,2,55,50,1,0,2715,4,1,7.094234845924755
0.44,4,5,15,53,106,9,1,4116,4,1,7.094234845924755
0.03,1,6,7,35,67,0,1,56,4,1,9.416590021547421
1.0,3,6,5,71,76,6,0,634,12,1,7.02919384725252
0.62,4,9,16,43,85,7,1,4116,4,1,7.094234845924755
1.0,4,5,9,27,85,0,1,3301,15,1,7.094234845924755
0.66,3,6,6,32,80,0,0,1332,4,1,7.094234845924755
1.0,2,7,17,82,50,6,1,247,12,1,7.094234845924755
0.3,2,7,17,44,50,0,1,155,4,1,6.994052234166605
1.0,4,7,13,22,118,7,1,2044,4,1,7.094234845924755
0.37,4,5,6,44,85,7,0,2044,4,1,4.319353040145823
0.57,1,11,11,57,50,6,1,58,4,1,7.094234845924755
0.64,3,6,2,33,85,6,0,634,12,1,8.183729624206668
1.0,4,9,16,46,63,7,1,2044,4,1,7.6984827878809465
0.85,2,5,7,72,62,7,0,136,4,1,7.094234845924755
1.0,4,6,7,54,79,0,0,2715,4,1,8.115783847565904
0.2,4,4,15,24,100,6,1,4116,4,1,8.77971129020447
1.0,4,5,2,56,50,8,1,4116,4,1,8.309420894726015
0.3,4,7,17,26,100,6,1,4116,4,1,7.094234845924755
1.0,2,6,2,44,50,6,0,132,4,2,7.601402334583733
0.79,0,9,21,54,80,7,1,48,3,1,7.094234845924755
0.5,4,6,7,45,50,0,0,2715,4,1,9.07165285220229
0.34,3,6,6,24,72,7,1,762,20,1,8.215230974649725
1.0,3,4,10,49,50,6,1,754,4,1,6.401917196727186
0.8,4,6,11,47,80,6,0,4116,4,1,7.094234845924755
1.0,4,7,8,37,54,9,1,4116,4,1,7.094234845924755
0.16,0,4,14,46,50,6,1,12,4,1,8.217438537730187
0.55,4,6,14,28,100,9,1,2044,4,2,4.512835574785296
1.0,4,10,14,34,50,9,0,4116,4,1,7.439735556820525
1.0,2,6,12,34,56,0,0,103,4,1,5.205104984825858
0.5,4,7,8,44,50,8,1,2131,17,1,7.279684285870846
1.0,4,10,12,24,125,1,0,2715,4,1,7.094234845924755
1.0,4,6,9,34,54,6,0,4116,4,1,5.076360610713392
0.53,5,5,9,59,72,0,1,27000,0,1,6.628993303904915
0.46,2,7,7,47,72,7,1,251,4,1,7.8660244564291855
1.0,2,4,2,47,85,7,1,251,4,1,7.094234845924755
0.76,0,7,16,60,50,0,1,21,4,2,11.401788743554123
0.75,4,6,7,34,63,0,0,4116,4,1,7.094234845924755
0.9,2,7,13,52,80,8,1,146,12,1,7.02919384725252
0.82,5,7,7,33,51,4,1,21410,0,1,4.507447097459476
0.51,3,6,11,54,50,0,0,1296,4,1,7.094234845924755
0.89,1,5,10,68,50,9,0,83,4,1,7.094234845924755
0.39,3,7,14,42,80,0,1,634,12,1,7.02919384725252
1.0,4,8,11,39,68,0,0,4116,4,1,7.094234845924755
0.76,0,7,16,60,50,0,1,21,4,2,7.361667635327929
1.0,4,7,15,58,50,9,0,4116,4,1,5.0247354184750375
1.0,2,7,3,56,50,0,0,206,20,1,7.02919384725252
0.55,4,6,14,28,100,9,1,2044,4,2,7.094234845924755
0.82,4,9,2,55,64,6,1,4116,4,1,4.040416220196545
1.0,0,8,16,53,71,0,0,10,4,1,7.094234845924755
0.04,2,7,14,40,60,6,1,467,4,1,7.094234845924755
0.76,4,5,5,21,95,7,1,4116,4,1,7.094234845924755
1.0,3,6,8,51,95,0,0,1109,4,1,7.094234845924755
0.28,4,5,15,26,100,6,0,4116,4,1,7.094234845924755
1.0,2,6,1,40,50,9,0,133,12,1,5.8090429853136945
1.0,4,10,10,42,64,9,1,4116,4,1,7.094234845924755
0.98,2,4,2,49,50,7,1,358,4,1,6.865713791182125
0.35,2,6,11,38,80,0,0,137,4,2,3.7539647007698704
0.96,3,13,0,40,50,2,0,1943,4,1,7.094234845924755
0.19,1,6,10,43,85,0,0,79,4,1,7.094234845924755
0.89,1,6,7,61,50,0,0,83,4,1,7.094234845924755
1.0,4,7,4,28,67,6,0,3214,18,1,7.094234845924755
0.77,4,7,4,24,118,7,1,4116,4,1,7.711736965539708
0.56,4,4,17,38,85,0,1,2044,4,1,6.686123084991856
0.81,4,6,4,64,50,0,0,2007,0,1,7.094234845924755
0.82,4,5,9,37,118,0,1,2044,4,1,6.401917196727186
0.73,0,5,13,48,50,0,1,44,4,1,7.094234845924755
0.19,4,7,15,42,67,2,0,4116,4,1,7.094234845924755
1.0,1,7,9,59,50,6,1,56,4,1,7.094234845924755
1.0,3,5,3,43,50,6,1,1296,4,1,4.270536258640519
0.86,3,9,13,52,50,0,1,1296,4,1,6.788047892950684
1.0,4,4,16,44,50,6,1,2715,4,1,7.094234845924755
0.38,0,5,13,45,95,9,1,15,4,1,5.983936280687191
0.92,4,6,9,43,50,6,1,3465,0,1,7.7045865708189645
1.0,4,5,2,49,100,7,1,4116,4,1,7.094234845924755
0.72,4,10,2,42,50,0,0,4116,4,1,7.094234845924755
1.0,2,6,25,44,62,0,0,132,4,1,7.094234845924755
0.83,1,6,12,41,50,0,0,79,4,1,7.430813775135084
0.64,4,4,7,61,58,9,1,2715,4,1,7.094234845924755
1.0,4,7,18,44,62,0,1,2044,4,1,8.882530508433623
1.0,4,9,15,39,54,0,1,4116,4,1,7.094234845924755
0.92,3,6,13,52,50,6,0,1296,4,1,7.094234845924755
0.15,4,7,7,39,85,6,0,2044,4,1,7.094234845924755
0.46,0,4,15,45,50,0,1,17,4,1,7.094234845924755
0.37,0,7,0,31,83,6,1,34,12,1,8.480267762082509
0.33,4,10,1,26,63,2,1,4116,4,1,7.2388200645140515
1.0,3,9,11,51,50,4,1,1027,4,1,7.094234845924755
1.0,3,5,7,47,50,0,1,821,4,1,7.094234845924755
1.0,2,6,14,54,50,8,1,369,4,1,7.094234845924755
1.0,2,6,2,44,50,6,0,132,4,2,6.401917196727186
1.0,4,6,14,53,52,7,1,4087,12,1,7.094234845924755
0.35,2,6,11,38,80,0,0,137,4,2,7.094234845924755
0.12,3,4,3,26,100,7,0,1296,4,1,7.094234845924755
0.25,4,6,15,44,50,0,1,2715,4,1,9.102977853647683
1.0,3,7,6,47,50,2,1,821,4,1,7.094234845924755
0.29,2,8,10,35,50,0,0,176,4,1,7.094234845924755
0.13,2,4,17,19,100,6,1,169,17,1,7.02919384725252
0.03,2,5,5,50,54,0,1,339,0,1,7.980817254006132
1.0,0,6,16,66,50,0,0,38,4,1,6.401917196727186
1.0,0,7,6,74,65,6,1,26,4,1,7.094234845924755
1.0,0,5,14,74,50,6,0,16,4,1,7.094234845924755
1.0,0,5,1,46,50,6,0,22,4,1,7.094234845924755
1.0,1,8,3,43,50,6,0,56,4,1,7.094234845924755
0.45,1,5,6,36,50,0,0,97,14,1,6.90875477931522
1.0,2,4,12,32,76,6,1,226,4,1,6.398844487420918
0.13,1,5,10,32,80,6,1,70,12,1,9.455948885777966
0.8,4,4,22,49,50,0,1,2715,4,1,7.094234845924755
0.07,1,4,11,66,50,10,1,52,12,1,7.02919384725252
0.01,0,5,14,54,75,6,0,19,0,1,7.094234845924755
0.82,3,8,1,22,95,6,1,1329,0,2,6.299555680584891
0.11,0,5,11,30,76,8,0,17,0,1,9.243827371070148
0.11,2,8,16,52,50,0,0,465,14,1,8.910720661951359
1.0,3,8,9,36,85,6,0,672,0,1,7.094234845924755
0.03,4,6,10,38,60,6,0,2859,0,1,8.217438537730187
1.0,4,5,7,39,50,7,0,9096,0,1,4.398514952178684
1.0,3,5,5,60,50,6,1,1329,0,1,7.094234845924755
1.0,2,8,13,36,62,4,1,198,0,1,7.170888478512505
0.38,0,5,6,43,50,10,1,39,0,1,5.014892884348897
1.0,4,6,14,43,106,6,1,3856,0,1,8.07246736935477
0.56,4,6,20,64,66,1,0,3564,0,2,7.094234845924755
0.75,4,5,6,57,50,0,0,4496,0,1,7.094234845924755
1.0,4,7,11,39,50,6,1,2411,0,1,8.07246736935477
0.37,3,6,12,58,50,0,1,1329,0,1,7.9683229626106
1.0,3,4,7,39,65,10,1,1329,0,1,7.661705888900908
0.8,4,4,16,54,50,5,1,2872,0,1,6.442110137713354
0.42,3,7,6,53,50,6,1,1329,0,1,8.996417925298282
1.0,3,10,7,45,62,1,1,1329,0,2,7.516139462142567
1.0,3,10,7,45,62,1,1,1329,0,2,7.294255009202998
1.0,4,4,9,62,97,7,0,3688,17,1,7.02919384725252
1.0,4,7,4,77,50,7,0,7444,0,2,7.284121079265026
0.47,3,7,10,26,95,7,1,1329,0,1,4.809008586244295
1.0,1,4,11,35,57,0,0,56,12,1,6.677335318697152
0.56,4,6,20,64,66,1,0,3564,0,2,4.574710978503383
1.0,4,8,21,62,165,9,1,2526,0,2,7.094234845924755
1.0,4,8,21,62,165,9,1,2526,0,2,6.291902417348441
1.0,2,7,5,40,53,0,1,317,0,1,5.699004411203101
0.69,3,5,8,49,50,7,0,824,0,1,7.094234845924755
0.5,3,7,14,55,50,2,1,720,0,1,7.094234845924755
1.0,3,12,2,49,62,0,0,1329,0,1,7.094234845924755
1.0,3,5,15,52,50,7,1,1329,0,1,7.094234845924755
1.0,4,7,4,77,50,7,0,7444,0,2,7.094234845924755
0.87,4,7,16,53,95,7,1,7444,0,1,5.793013608384144
1.0,4,5,3,39,71,0,1,6736,0,1,7.094234845924755
0.88,4,8,8,60,132,0,0,3274,0,1,7.094234845924755
1.0,5,7,5,38,96,0,1,27000,0,1,7.094234845924755
1.0,5,5,18,46,58,0,1,27000,0,1,6.401917196727186
1.0,5,5,15,74,50,6,0,16291,0,1,7.094234845924755
1.0,1,8,4,39,50,1,0,66,3,1,7.094234845924755
1.0,3,9,5,78,50,6,1,614,4,1,7.216312932321234
1.0,5,4,3,54,65,6,0,10008,0,1,7.094234845924755
1.0,4,6,8,41,50,6,1,6736,0,1,7.094234845924755
1.0,5,5,7,51,60,7,1,27000,0,1,7.094234845924755
0.01,4,7,13,53,51,0,1,3258,0,1,7.094234845924755
1.0,5,4,4,49,62,0,1,22669,0,2,5.7645953140527135
1.0,0,7,5,61,62,0,0,18,0,1,7.249072900599828
0.12,4,7,14,51,60,0,1,5628,0,1,7.094234845924755
0.03,5,4,15,53,50,0,1,27000,0,1,7.094234845924755
0.08,4,7,12,36,62,8,1,3852,0,1,4.650812543866793
1.0,5,11,13,74,58,3,1,10477,0,1,6.829782926643177
0.3,4,6,9,53,50,7,0,4939,0,1,6.401917196727186
0.24,5,6,13,56,95,0,1,27000,0,1,7.094234845924755
0.19,0,6,3,32,72,1,0,44,20,1,7.180930128701846
0.24,4,6,4,45,50,0,0,9802,0,1,7.094234845924755
1.0,4,6,4,52,62,6,1,8915,0,1,8.217438537730187
0.91,5,7,16,69,50,6,1,27000,0,1,7.094234845924755
1.0,3,11,8,55,50,6,1,704,0,1,7.094234845924755
0.47,3,9,17,63,50,7,1,1231,0,1,7.281461366141798
1.0,5,6,3,32,90,10,0,27000,0,1,7.049879646024679
0.59,3,4,7,53,50,0,1,1630,0,2,5.887769310769217
1.0,4,7,4,51,75,0,1,5628,0,2,7.094234845924755
0.41,5,7,11,67,85,10,1,16291,0,1,7.094234845924755
0.62,3,11,15,61,67,0,1,657,13,1,6.093569770045136
1.0,4,15,1,53,50,2,1,2517,0,1,4.343935283551159
0.69,4,7,8,50,50,0,1,6902,8,1,7.094234845924755
1.0,4,7,8,47,112,6,1,3021,12,1,6.401917196727186
1.0,4,7,4,51,75,0,1,5628,0,2,6.401917196727186
0.24,5,15,4,56,50,7,1,15703,0,1,6.494419276493404
1.0,5,5,15,59,97,0,1,27000,0,2,7.094234845924755
1.0,5,4,4,52,50,5,1,17140,0,1,7.094234845924755
1.0,4,7,15,35,50,10,0,6336,0,1,4.394449154672439
1.0,5,4,3,34,73,7,1,17140,0,1,7.094234845924755
0.6,1,5,6,27,140,7,0,91,12,1,7.02919384725252
0.9,5,13,1,38,51,2,0,27000,0,1,4.394449154672439
0.59,3,4,7,53,50,0,1,1630,0,2,7.094234845924755
1.0,5,5,8,22,125,6,1,27000,0,1,7.094234845924755
1.0,4,10,10,55,50,3,1,5539,0,1,6.401917196727186
1.0,4,4,9,29,100,6,0,7590,0,1,7.094234845924755
1.0,5,6,7,37,67,7,1,17140,0,1,7.639040856433136
1.0,4,7,12,19,125,0,0,3434,0,1,7.094234845924755
0.04,3,5,14,41,63,6,1,634,12,1,7.859266425782705
1.0,5,10,12,54,50,6,1,27000,0,1,7.0707241072602764
1.0,4,9,16,52,58,0,1,6689,0,1,7.094234845924755
1.0,3,5,11,55,50,9,0,1298,0,1,7.094234845924755
0.82,3,5,4,37,50,9,1,755,0,1,7.094234845924755
1.0,5,4,4,49,62,0,1,22669,0,2,7.094234845924755
1.0,4,7,2,35,112,7,0,3184,0,1,7.094234845924755
0.48,5,9,1,44,53,3,0,16291,0,1,7.094234845924755
0.77,5,15,12,65,65,9,1,27000,0,1,7.6739856210424175
1.0,5,5,15,59,97,0,1,27000,0,2,7.094234845924755
0.71,4,5,5,40,62,7,1,6284,0,1,7.094234845924755
1.0,4,8,8,58,54,0,0,3240,0,1,7.094234845924755
1.0,5,6,13,60,50,0,1,16291,0,1,5.303304908059076
0.96,5,11,10,41,58,7,1,27000,0,2,6.2166061010848646
1.0,0,9,1,49,60,0,0,23,4,1,8.959054514715692
1.0,5,11,11,45,62,0,1,27000,0,1,8.07246736935477
0.96,5,11,10,41,58,7,1,27000,0,2,7.094234845924755
1.0,4,7,5,34,71,3,0,3075,14,1,7.987779202838894
1.0,4,10,2,85,132,3,1,4128,11,2,7.094234845924755
0.01,3,6,18,23,95,6,0,737,14,1,7.094234845924755
1.0,2,7,7,39,50,6,0,103,14,1,7.342953931345124
1.0,0,11,3,64,57,2,1,30,13,1,7.9194361874607875
1.0,2,7,7,77,50,8,1,373,14,1,6.486770359215936
1.0,4,10,2,85,132,3,1,4128,11,2,9.324115386235027
1.0,0,5,20,50,63,6,1,44,4,1,7.094234845924755
0.03,2,4,11,38,71,6,0,101,17,1,6.7045246429998056
0.18,0,5,14,37,60,9,0,35,4,1,5.147668880208948
0.47,3,4,13,40,50,6,1,741,4,1,7.094234845924755
0.11,1,6,11,43,56,0,0,73,10,1,7.094234845924755
0.51,0,4,9,36,64,6,1,14,4,1,7.094234845924755
1.0,0,10,7,62,50,2,0,44,4,1,6.746388626534571
1.0,0,4,3,77,50,0,1,44,4,1,7.094234845924755
1.0,1,7,12,40,52,6,0,68,12,1,7.02919384725252
1.0,0,6,6,32,85,6,0,14,4,1,8.107798372097223
0.32,3,4,14,52,100,7,0,741,4,1,5.360822571899434
1.0,3,14,9,52,50,7,1,741,4,1,7.094234845924755
0.91,3,6,11,79,50,0,0,582,11,1,7.094234845924755
0.79,2,6,6,33,67,6,0,110,4,1,7.094234845924755
1.0,2,4,7,31,90,6,1,270,4,1,7.094234845924755
1.0,1,5,9,37,50,6,1,93,5,1,6.410783249504682
0.42,2,6,12,42,50,6,1,133,12,1,7.02919384725252
0.89,2,4,0,74,50,0,0,110,4,1,3.4278393126085764
1.0,2,5,2,62,50,10,0,179,11,1,7.094234845924755
1.0,2,5,7,64,50,6,0,270,4,1,7.094234845924755
0.42,0,8,17,42,78,4,1,14,4,1,8.733110697638708
0.43,2,9,17,40,50,0,1,270,4,1,7.213834579854875
0.46,3,6,15,57,50,6,0,741,4,1,10.65610574858806
1.0,0,6,14,69,125,0,0,14,4,1,7.094234845924755
0.69,0,9,17,31,64,1,1,38,4,1,8.217438537730187
0.0081967213114754,3,5,5,23,95,10,1,741,4,1,7.094234845924755
1.0,1,6,4,78,56,0,1,54,12,1,7.96200110447162
0.54,3,4,15,51,50,0,1,741,4,1,6.3972296102251445
0.55,0,7,13,44,50,0,1,31,4,1,7.094234845924755
0.26,3,5,14,45,56,7,0,741,4,1,7.094234845924755
1.0,0,6,10,26,118,6,0,38,4,1,7.094234845924755
1.0,3,10,4,61,62,3,0,741,4,1,6.336666426422719
0.65,0,6,8,62,90,6,0,29,12,1,8.07246736935477
0.58,2,5,6,43,62,0,0,138,4,1,7.601402334583733
0.63,3,6,13,25,80,8,1,741,4,1,6.401917196727186
0.92,3,7,9,33,125,0,0,741,4,1,7.247792581767846
0.26,0,7,6,53,95,3,1,38,4,1,7.750554464058032
1.0,3,7,2,68,50,0,1,634,12,1,6.2816684371032725
0.71,3,5,12,36,90,6,0,741,4,1,7.094234845924755
0.51,2,6,1,50,54,6,0,436,0,1,5.9509810369620935
0.68,3,4,20,33,100,9,0,1175,13,1,7.094234845924755
0.24,3,7,5,51,50,0,1,741,4,1,6.950230306490228
0.83,3,6,14,51,50,0,0,741,4,1,6.818716393439995
0.93,0,4,17,86,50,0,1,45,4,1,7.094234845924755
0.62,1,9,17,47,50,1,1,65,12,1,6.777441561227888
0.13,3,7,9,42,57,4,1,741,4,1,7.094234845924755
1.0,3,11,4,36,78,5,0,741,4,1,4.9798323849412105
0.1,2,6,4,26,100,6,0,283,14,1,7.02919384725252
1.0,3,8,8,40,50,6,0,741,4,1,7.094234845924755
0.32,2,7,2,51,50,2,0,122,5,1,7.462892481580637
1.0,3,5,2,42,50,7,0,747,12,1,7.094234845924755
0.5,3,9,5,53,50,0,0,1237,12,1,6.898048318511995
0.44,3,9,3,38,62,0,0,747,12,1,7.094234845924755
0.95,2,4,14,34,64,6,0,165,12,1,7.094234845924755
0.96,2,7,0,39,50,6,0,146,12,1,7.02919384725252
0.43,2,8,14,63,50,10,0,112,12,2,7.501584760348125
1.0,2,6,3,54,50,0,0,431,12,1,6.478402109545419
1.0,2,6,16,83,50,6,1,165,12,1,6.401917196727186
1.0,3,5,14,52,50,0,1,747,12,1,3.8514233832992164
0.66,1,6,19,48,64,0,1,98,12,1,7.094234845924755
1.0,1,7,1,37,50,0,0,58,12,1,5.976071682500501
0.37,2,7,3,37,50,2,0,174,12,1,7.094234845924755
0.34,0,6,4,48,56,9,1,44,12,2,6.587522466235971
0.7,2,8,1,46,50,3,0,165,12,1,5.19844178112078
0.43,2,8,14,63,50,10,0,112,12,2,7.094234845924755
0.71,1,9,12,33,100,0,1,98,12,1,7.1193767048209535
0.5,2,5,7,30,80,0,0,359,12,1,7.6984827878809465
